url,depth,category
https://cse.umn.edu/cs/faculty,1,general resources
https://cse.umn.edu/cs/staff-directory,1,general resources
https://cse.umn.edu/cs/researchers-postdocs,1,general resources
https://cse.umn.edu/cs/adjunct-affiliate-faculty,1,general resources
https://cse.umn.edu/cs/beyond-prompt-building-custom-tools-ai,1,general resources
https://cse.umn.edu/cs/employment,1,general resources
https://cse.umn.edu/cs/phd-candidates-job-market,1,general resources
https://cse.umn.edu/cs/student-groups,1,general resources
https://cse.umn.edu/cs/summer-programs,1,degree requirements
https://cse.umn.edu/cs/cs-idea,1,general resources
https://cse.umn.edu/cs/cs-idea/get-involved,1,general resources
https://cse.umn.edu/cs/cs-idea/bpc,1,general resources
https://cse.umn.edu/cs/cs-idea/student-postdoc-resources,1,general resources
https://cse.umn.edu/cs/cs-idea/faculty-resources,1,general resources
https://cse.umn.edu/cs/forms,1,forms
https://cse.umn.edu/cs/lind-hall-diversity-wall,1,general resources
https://cse.umn.edu/cs/undergraduate,1,general resources
https://cse.umn.edu/cs/news/xianyu-chen-earns-distinguished-dissertation-award,1,general resources
https://cse.umn.edu/cs/news/cspotlight-exploring-frontiers-ai,1,general resources
https://cse.umn.edu/cs/news/abraham-jaeger-mountain-wins-2026-riedl-ta-award,1,general resources
https://cse.umn.edu/datascience/csdesk@umn.edu,1,general resources
https://cse.umn.edu/cs/contact-information,1,forms
https://cse.umn.edu/cs/employment-opportunities,1,general resources
https://cse.umn.edu/college/hello-future-undergrad,1,general resources
https://cse.umn.edu/college/transfer-admissions,1,general resources
https://cse.umn.edu/college/future-students/future-graduate-students,1,general resources
https://cse.umn.edu/college/future-students/future-international-students,1,general resources
https://cse.umn.edu/college/scholarships-financial-aid,1,funding
https://cse.umn.edu/DI-opportunities,1,general resources
https://cse.umn.edu/college/learn-abroad,1,general resources
https://cse.umn.edu/college/collegiate-life/living-learning-communities,1,general resources
https://cse.umn.edu/college/collegiate-life/mentor-programs,1,degree requirements
https://cse.umn.edu/college/collegiate-life/programs-women,1,degree requirements
https://cse.umn.edu/college/collegiate-life/undergraduate-research,1,general resources
https://cse.umn.edu/college/collegiate-life/student-groups,1,general resources
https://cse.umn.edu/college/current-students,1,general resources
https://cse.umn.edu/college/departments-and-majors,1,general resources
https://cse.umn.edu/college/departments,1,general resources
https://cse.umn.edu/college/departments-and-majors/undergraduate-majors,1,general resources
https://cse.umn.edu/college/departments-and-majors/graduate-programs,1,degree requirements
https://cse.umn.edu/college/integrated-degree-programs,1,degree requirements
https://cse.umn.edu/college/departments-and-majors/additional-degree-granting-programs,1,degree requirements
https://cse.umn.edu/college/departments-and-majors/online-learning,1,general resources
https://cse.umn.edu/college/academic-advising,1,general resources
https://cse.umn.edu/college/academic-advising/cse-academic-advising-faq,1,general resources
https://cse.umn.edu/academicadvisingblog,1,general resources
https://cse.umn.edu/college/academic-advising/appointments,1,general resources
https://cse.umn.edu/college/academic-advising/academic-support,1,general resources
https://cse.umn.edu/college/cse-undergraduate-commencement-ceremony,1,general resources
https://cse.umn.edu/college/academic-advising/drop-ins-and-just-time-advising,1,general resources
https://cse.umn.edu/college/four-year-plans,1,degree requirements
https://cse.umn.edu/college/academic-advising/honors-advising,1,general resources
https://cse.umn.edu/college/academic-advising/policies-procedures-and-forms,1,policy
https://cse.umn.edu/college/career-center,1,career
https://cse.umn.edu/resumes-and-cover-letters,1,general resources
https://cse.umn.edu/college/career/jobs-and-internships,1,career
https://cse.umn.edu/college/interviews-and-job-offers,1,general resources
https://cse.umn.edu/college/cse-career-fair,1,career
https://cse.umn.edu/college/major-and-career-exploration,1,career
https://cse.umn.edu/college/graduate-school,1,general resources
https://cse.umn.edu/college/collegiate-life,1,general resources
https://cse.umn.edu/college/collegiate-life/cse-1001-first-year-experience,1,general resources
https://cse.umn.edu/college/wellness-resources,1,general resources
https://cse.umn.edu/alliance,1,general resources
https://cse.umn.edu/cseit,1,general resources
https://cse.umn.edu/andersonlabs,1,general resources
https://cse.umn.edu/college/alumni,1,general resources
https://cse.umn.edu/college/alumni/get-engaged-cse,1,general resources
https://cse.umn.edu/college/alumni/upcoming-alumni-events,1,events
https://cse.umn.edu/college/cse-alumni-society-board,1,general resources
https://cse.umn.edu/college/alumni/alumni-volunteer-interest-form,1,forms
https://cse.umn.edu/college/alumni/cse-mentor-program,1,general resources
https://cse.umn.edu/college/alumni/alumni-awards-and-honors,1,general resources
https://cse.umn.edu/college/alumni/outstanding-achievement-award,1,general resources
https://cse.umn.edu/college/alumni/alumni-service-awards,1,general resources
https://cse.umn.edu/college/alumni/distinguished-leadership-award-internationals,1,general resources
https://cse.umn.edu/college/alumni/honorary-degree,1,degree requirements
https://cse.umn.edu/college/alumni/nobel-laureates,1,general resources
https://cse.umn.edu/college/alumni/alumni-resources,1,general resources
https://cse.umn.edu/internationalresources,1,general resources
https://cse.umn.edu/inventingtomorrow,1,general resources
https://cse.umn.edu/college/alumni/update-your-contact-info,1,general resources
https://cse.umn.edu/college/giving/why-give-cse,1,general resources
https://cse.umn.edu/college/alumni/cse-alumni-relations,1,general resources
https://cse.umn.edu/college/give-cse,1,general resources
https://cse.umn.edu/college/giving/giving-priorities,1,general resources
https://cse.umn.edu/college/giving/deansclub,1,general resources
https://cse.umn.edu/college/giving/donor-stories,1,general resources
https://cse.umn.edu/college/giving/impact-giving,1,general resources
https://cse.umn.edu/college/giving/ways-give,1,general resources
https://cse.umn.edu/college/administrative-offices/external-relations-office,1,general resources
https://cse.umn.edu/college/faculty-and-staff/cse-directories,1,general resources
https://cse.umn.edu/college/cse-corporate-and-foundation-relations,1,general resources
https://cse.umn.edu/college/recruit-our-students,1,general resources
https://cse.umn.edu/college/corporate/become-research-partner,1,general resources
https://cse.umn.edu/college/corporate-sponsorship-precollege-career-readiness,1,career
https://cse.umn.edu/college/corporate-sponsorship-dei-programming,1,general resources
https://cse.umn.edu/college/research/research-updates,1,general resources
https://cse.umn.edu/college/corporate/cse-corporate-relations,1,general resources
https://cse.umn.edu/college/faculty-and-staff,1,general resources
https://cse.umn.edu/college/administrative-offices,1,general resources
https://cse.umn.edu/college/administrative-offices/office-dean,1,general resources
https://cse.umn.edu/college/administrative-offices/office-associate-dean-academic-affairs,1,general resources
https://cse.umn.edu/college/administrative-offices/finance-and-operations-office,1,general resources
https://cse.umn.edu/college/administrative-offices/communications-and-marketing-office,1,general resources
https://cse.umn.edu/college/administrative-offices/human-resources-office,1,general resources
https://cse.umn.edu/college/administrative-offices/office-associate-dean-research,1,general resources
https://cse.umn.edu/college/administrative-offices/office-associate-dean-undergraduate-programs,1,degree requirements
https://cse.umn.edu/college/cse-committees,1,general resources
https://cse.umn.edu/college/cse-policies,1,policy
https://cse.umn.edu/college/policies/cse-graduate-education-policies-and-procedures,1,policy
https://cse.umn.edu/college/policies/research-policies,1,policy
https://cse.umn.edu/college/research,1,general resources
https://cse.umn.edu/college/research/research-centers-and-facilities,1,general resources
https://cse.umn.edu/college/research/research-proposal-submission-process,1,general resources
https://cse.umn.edu/college/research/research-safety,1,general resources
https://cse.umn.edu/college/cse-shop,1,general resources
https://cse.umn.edu/college/faculty-and-staff/award-winning-cse-faculty,1,general resources
https://cse.umn.edu/college/faculty-and-staff/national-academies,1,general resources
https://cse.umn.edu/college/faculty-and-staff/university-wide-awards-teaching-advising-and-service,1,general resources
https://cse.umn.edu/college/faculty-and-staff/honorary-professorships,1,general resources
https://cse.umn.edu/college/faculty-and-staff/collegiate-awards,1,general resources
https://cse.umn.edu/college/faculty-and-staff/honors-and-awards,1,general resources
https://cse.umn.edu/employeerecognition,1,general resources
https://cse.umn.edu/college/cse-performance-management-process,1,forms
https://cse.umn.edu/college/work-flexibility-college-science-and-engineering,1,general resources
https://cse.umn.edu/college/k-12-outreach,1,general resources
https://cse.umn.edu/college/k-12-outreach/summer-camps,1,general resources
https://cse.umn.edu/college/k-12-outreach/outreach-events,1,events
https://cse.umn.edu/college/k-12-outreach/enrichment-programs,1,degree requirements
https://cse.umn.edu/college/k-12-outreach/field-trips,1,general resources
https://cse.umn.edu/college/k-12-outreach/cse-k-12-virtual-classroom-resources,1,general resources
https://cse.umn.edu/college/k-12-outreach/educator-development,1,general resources
https://cse.umn.edu/college/corporate/corporate-k-12-outreach-initiatives,1,general resources
https://cse.umn.edu/node/75976,1,general resources
https://cse.umn.edu/datascience/post-baccalaureate-certificate,1,general resources
https://cse.umn.edu/mnri/masters-robotics-overview,1,general resources
https://cse.umn.edu/cs/mohamed-mokbel,1,general resources
https://cse.umn.edu/cdn-cgi/l/email-protection,1,general resources
https://cse.umn.edu/college/news/cse-news-feature-stories,1,general resources
https://cse.umn.edu/college/news/graduating-senior-minnesota-where-engineering-meets-french-studies,1,general resources
https://cse.umn.edu/college/news/college-science-and-engineering-graduate-programs-receive-high-rankings-us-news-report,1,degree requirements
https://cse.umn.edu/college/what-will-i-study,1,general resources
https://cse.umn.edu/college/what-makes-place-so-great,1,general resources
https://cse.umn.edu/college/who-will-i-hang-out,1,general resources
https://cse.umn.edu/college/how-do-i-pay-for-it,1,general resources
https://cse.umn.edu/college/will-i-get-a-job,1,general resources
https://cse.umn.edu/college/events/research-corporation-science-advancement-information-session,1,events
https://cse.umn.edu/college/events/cellular-bioprocess-technology-course,1,courses
https://cse.umn.edu/college/events/2026-kaufmanis-public-lecture,1,events
https://cse.umn.edu/college/events,1,events
https://cse.umn.edu/college/cse-directories,1,general resources
https://cse.umn.edu/college/about-college-science-and-engineering,1,general resources
https://cse.umn.edu/college/news,1,general resources
https://cse.umn.edu/college/cse-webcam,1,general resources
https://cse.umn.edu/college/award-winning-cse-faculty,1,general resources
https://cse.umn.edu/college/graduate-student-resources,1,general resources
https://cse.umn.edu/cs/riedl-memorial-fund,2,general resources
https://cse.umn.edu/cs/carlis-memorial-fund,2,general resources
https://cse.umn.edu/giving/transforming-shepherd-labs,2,forms
https://cse.umn.edu/node/98901,2,general resources
https://cse.umn.edu/cs/undergraduate-prerequisite-chart,2,general resources
https://cse.umn.edu/node/77056,2,general resources
https://cse.umn.edu/node/77276,2,general resources
https://cse.umn.edu/node/77051,2,general resources
https://cse.umn.edu/node/77046,2,general resources
https://cse.umn.edu/node/76036,2,general resources
https://cse.umn.edu/node/69501,2,general resources
https://cse.umn.edu/node/89506,2,general resources
https://cse.umn.edu/cseit/services/poster-printing,2,courses
https://cse.umn.edu/node/92371,2,general resources
https://cse.umn.edu/node/93716,2,general resources
https://cse.umn.edu/node/116381,2,general resources
https://cse.umn.edu/node/77296,2,general resources
https://cse.umn.edu/node/76441,2,general resources
https://cse.umn.edu/cs/ghc,2,general resources
https://cse.umn.edu/cs/4970W-5991-5994,2,general resources
https://cse.umn.edu/cs/undergraduate-ta-handbook,2,general resources
https://cse.umn.edu/node/120141,2,general resources
https://cse.umn.edu/cs/information-transfer-students,2,forms
https://cse.umn.edu/college/information-future-students,2,forms
https://cse.umn.edu/node/73991,2,general resources
https://cse.umn.edu/cs/graduate-ta-handbook,2,general resources
https://cse.umn.edu/cs/graduate-ta-academic-policy,2,policy
https://cse.umn.edu/cs/academic-policy,2,policy
https://cse.umn.edu/node/84911,2,general resources
https://cse.umn.edu/cs/staff,2,general resources
https://cse.umn.edu/node/74516,2,general resources
https://cse.umn.edu/cseit/get-help,2,courses
https://cse.umn.edu/node/76291,2,general resources
https://cse.umn.edu/node/76881,2,general resources
https://cse.umn.edu/node/76661,2,general resources
https://cse.umn.edu/node/76666,2,general resources
https://cse.umn.edu/msse,2,general resources
https://cse.umn.edu/datascience,2,general resources
https://cse.umn.edu/node/54476,2,general resources
https://cse.umn.edu/dsi,2,general resources
https://cse.umn.edu/aiLEAF,2,general resources
https://cse.umn.edu/cs/news/honoring-distinguished-cse-alum-arvind,2,general resources
https://cse.umn.edu/cs/news/alumni-corner-daniel-orban-talks-about-his-work-creatempls,2,general resources
https://cse.umn.edu/cs/news/cse-alumni-justin-levandoski-earns-ieee-icde-2023-ten-year-influential-paper-award,2,general resources
https://cse.umn.edu/cs/news/alumni-corner-wyatt-gustafson-0,2,general resources
https://cse.umn.edu/cs/news/cse-alumni-ron-vetter-named-founding-dean-college-science-and-engineering-uncw,2,general resources
https://cse.umn.edu/cs/news/alumni-corner-amr-magdy,2,general resources
https://cse.umn.edu/cs/news/alumni-spotlight-varun-chandola-nsf-program-director-office-advanced-cyberinfrastructure,2,general resources
https://cse.umn.edu/cs/news/alumni-corner-jake-reynolds,2,general resources
https://cse.umn.edu/cs/news/cse-alumni-building-confidence-uncertain-times,2,general resources
https://cse.umn.edu/cs/news/alumni-spotlight-aruna-nookala,2,general resources
https://cse.umn.edu/cs/news/alumni-spotlight-robert-bodor,2,general resources
https://cse.umn.edu/cs/news?field_category_target_id=4606,2,general resources
https://cse.umn.edu/cs/distinguished-alumni-award-recipients,2,general resources
https://cse.umn.edu/node/70521,2,general resources
https://cse.umn.edu/cs/iac,2,general resources
https://cse.umn.edu/cs/sponsor-capstone-course,2,courses
https://cse.umn.edu/college/cse-mentor-program,2,general resources
https://cse.umn.edu/college/become-research-partner,2,general resources
https://cse.umn.edu/cs/thank-you-corporate-sponsors,2,general resources
https://cse.umn.edu/mnri,2,general resources
https://cse.umn.edu/aileaf,2,general resources
https://cse.umn.edu/cs/national-awards,2,general resources
https://cse.umn.edu/cs/loren-terveen,2,general resources
https://cse.umn.edu/cs/chad-myers,2,general resources
https://cse.umn.edu/cs/nick-hopper,2,general resources
https://cse.umn.edu/cs/lana-yarosh,2,general resources
https://cse.umn.edu/cs/yao-yi-chiang,2,general resources
https://cse.umn.edu/cs/jaideep-srivastava,2,general resources
https://cse.umn.edu/cs/nikolaos-papanikolopoulos,2,general resources
https://cse.umn.edu/msse/sanjai-rayadurgam,2,general resources
https://cse.umn.edu/cs/victoria-interrante,2,general resources
https://cse.umn.edu/cs/vipin-kumar,2,general resources
https://cse.umn.edu/cs/shashi-shekhar,2,general resources
https://cse.umn.edu/cs/faculty-instructor-directory,2,general resources
https://cse.umn.edu/cseit/self-help-guides,2,courses
https://cse.umn.edu/cseit/students,2,courses
https://cse.umn.edu/cseit/instructors,2,courses
https://cse.umn.edu/cseit/supported-departments,2,courses
https://cse.umn.edu/cseit/research,2,courses
https://cse.umn.edu/cseit/services,2,courses
https://cse.umn.edu/cseit/software,2,courses
https://cse.umn.edu/cseit/staff,2,courses
https://cse.umn.edu/cseit/outreach,2,courses
https://cse.umn.edu/cseit/news,2,courses
https://cse.umn.edu/cseit/jobs-cse-it,2,courses
https://cse.umn.edu/cseit/about-cse-it,2,courses
https://cse.umn.edu/cseit/self-help-guides/cse-accounts,2,courses
https://cse.umn.edu/cseit/self-help-guides/cse-labs-printing,2,courses
https://cse.umn.edu/cseit/self-help-guides/disk-quota-free-your-space,2,courses
https://cse.umn.edu/cseit/self-help-guides/storage-options,2,courses
https://cse.umn.edu/cseit/self-help-guides/connect-linux-cse-labs-computer-graphical-user-interface,2,courses
https://cse.umn.edu/cseit/self-help-guides/secure-shell-ssh,2,courses
https://cse.umn.edu/cseit/self-help-guides/virtual-online-linux-environment-vole,2,courses
https://cse.umn.edu/cseit/self-help-guides/remote-access-use-secure-shell-ssh,2,courses
https://cse.umn.edu/cseit/person-service-desk-appointments,2,courses
https://cse.umn.edu/cseit/acceptable-use-cse,2,courses
https://cse.umn.edu/cs/cs-idea/about,2,general resources
https://cse.umn.edu/cs/cs-idea-book-club,2,general resources
https://cse.umn.edu/cs/cs-idea/groups,2,general resources
https://cse.umn.edu/cs/cs-idea/land-acknowledgement,2,general resources
https://cse.umn.edu/cs/news?field_category_target_id=4601,2,general resources
https://cse.umn.edu/cs/news?field_category_target_id=8196,2,general resources
https://cse.umn.edu/cs/news?field_category_target_id=4666,2,general resources
https://cse.umn.edu/cs/news/umn-team-advances-icpc-world-finals-dubai,2,general resources
https://cse.umn.edu/cs/news?field_category_target_id=16036,2,general resources
https://cse.umn.edu/cs/news/vr-robotics-enabling-collaboration-between-humans-and-robots,2,general resources
https://cse.umn.edu/cs/news?field_category_target_id=4651,2,general resources
https://cse.umn.edu/cs/news/ju-sun-receives-guillermo-e-borja-career-development-award,2,career
https://cse.umn.edu/cs/news/gopherhack-takes-fourth-place-tracerfire-challenge,2,general resources
https://cse.umn.edu/cs/news/cspotlight-mapping-past,2,general resources
https://cse.umn.edu/cs/news?field_category_target_id=4586,2,general resources
https://cse.umn.edu/cs/news/junaed-sattar-leads-200k-enrtf-investigating-invasive-mystery-snails,2,general resources
https://cse.umn.edu/cs/news?field_category_target_id=9386,2,general resources
https://cse.umn.edu/cs/news/cse-announces-2026-27-doctoral-dissertation-fellowship-ddf-award-winners,2,funding
https://cse.umn.edu/cs/news?page=0,2,general resources
https://cse.umn.edu/cs/news?page=1,2,general resources
https://cse.umn.edu/cs/news?page=2,2,general resources
https://cse.umn.edu/cs/news?page=3,2,general resources
https://cse.umn.edu/cs/news?page=4,2,general resources
https://cse.umn.edu/cs/news?page=5,2,general resources
https://cse.umn.edu/cs/news?page=6,2,general resources
https://cse.umn.edu/cs/news?page=7,2,general resources
https://cse.umn.edu/cs/news?page=8,2,general resources
https://cse.umn.edu/cs/news?page=62,2,general resources
https://cse.umn.edu/cs/news/ai-climate-institute-curbing-climate-change-artificial-intelligence,2,general resources
https://cse.umn.edu/cs/news/ai-climate-broadening-participation-climate-smart-agriculture-and-forestry,2,general resources
https://cse.umn.edu/cs/news/grouplens-human-centered-approach-ai,2,general resources
https://cse.umn.edu/cs/news/ju-sun-receives-45m-funding-medical-ai-projects-and-beyond,2,funding
https://cse.umn.edu/cs/news/myers-leverages-crispr-technology-first-its-kind-systematic-mapping-project,2,general resources
https://cse.umn.edu/cs/news/yoga-varatharajah-combats-clinician-burnout-artificial-intelligence,2,general resources
https://cse.umn.edu/cs/news/george-karypis-part-45-million-grant-apply-machine-learning-material-sciences,2,general resources
https://cse.umn.edu/cs/news/zhi-li-zhang-earns-425-million-nsf-grant-autonomous-vehicle-research,2,general resources
https://cse.umn.edu/cs/news/vipin-kumar-leads-12m-grant-deep-learning-inverse-modeling,2,general resources
https://cse.umn.edu/cs/news/dan-knights-utilizes-ai-predict-emissions-ships,2,general resources
https://cse.umn.edu/cs/news/yao-yi-chiang-receives-32m-funding-leverage-ai-predicting-mineral-deposits,2,funding
https://cse.umn.edu/cs/news/catherine-zhao-appointed-deans-fellow-colleges-ai-strategy,2,general resources
https://cse.umn.edu/cs/news/varatharajahs-work-enables-ai-pinpoint-signs-dementia-eegs,2,general resources
https://cse.umn.edu/cs/news/umn-hosts-nsf-sponsored-workshop-ai-enabled-scientific-revolution,2,events
https://cse.umn.edu/cs/news/yao-yi-chiang-leverages-ai-analyze-maps-500k-nsf-grant,2,general resources
https://cse.umn.edu/cs/news/cse-alum-anuj-karpatne-featured-white-house-event-ai-research,2,events
https://cse.umn.edu/cs/news/cse-alum-muhammad-aurangzeb-ahmad-featured-discover-magazine-and-pbs-documentary,2,general resources
https://cse.umn.edu/cs/news/ju-sun-earns-mcknight-land-grant-professorship-ai-work,2,general resources
https://cse.umn.edu/cs/news/blending-worlds-how-3d-drawing-promotes-observation-and-discovery,2,general resources
https://cse.umn.edu/cs/news/keefes-3d-drawing-course-highlights-benefits-interdisciplinary-education,2,courses
https://cse.umn.edu/cs/news/maryam-kameli-proposes-vr-technique-limit-cybersickness-and-improve-spatial-awareness,2,general resources
https://cse.umn.edu/cs/news/leveraging-ai-real-world-spaces-augmented-reality,2,general resources
https://cse.umn.edu/cs/news/cultural-continuation-data-visualization-centering-indigenous-experience-climate-science,2,general resources
https://cse.umn.edu/cs/news/phd-graduate-yuxuan-huang-leverages-vr-nature-restoration-work,2,general resources
https://cse.umn.edu/cs/news/illusioneering-lab-wins-best-paper-award-ieee-vr-2025,2,general resources
https://cse.umn.edu/cs/news/evan-suma-rosenberg-elected-ieee-vgtc-virtual-reality-academy,2,general resources
https://cse.umn.edu/cs/news/new-research-space-center-arts-interdisciplinary-collaborations,2,general resources
https://cse.umn.edu/cs/news/cse-professor-victoria-interrante-wins-vgtc-virtual-reality-career-award,2,career
https://cse.umn.edu/msse/curriculum,2,general resources
https://cse.umn.edu/msse/schedule,2,events
https://cse.umn.edu/msse/msse-student-handbook,2,general resources
https://cse.umn.edu/msse/faculty-staff-0,2,general resources
https://cse.umn.edu/msse/meet-our-alumni-0,2,general resources
https://cse.umn.edu/msse/contact-us,2,general resources
https://cse.umn.edu/msse/events,2,events
https://cse.umn.edu/umsec/umsec-events,2,events
https://cse.umn.edu/msse/news,2,general resources
https://cse.umn.edu/umsec/code-freeze,2,general resources
https://cse.umn.edu/umsec/twinspin,2,general resources
https://cse.umn.edu/msse/feature-stories/meet-our-alumni-zeke-santamaria,2,general resources
https://cse.umn.edu/msse/feature-stories/meet-our-alumni-lulu-wang,2,general resources
https://cse.umn.edu/msse/feature-stories/meet-our-alumni-prapti-shrestha,2,general resources
https://cse.umn.edu/msse/feature-stories/meet-our-alumni-dr-udhaya-kumar-dayalan,2,general resources
https://cse.umn.edu/msse/feature-stories/meet-our-alumni-ryan-ricard,2,general resources
https://cse.umn.edu/msse/feature-stories/meet-our-alumni-bradley-jewel,2,general resources
https://cse.umn.edu/msse/feature-stories/meet-our-alumni-denny-cheng,2,general resources
https://cse.umn.edu/msse/feature-stories/meet-our-alumni-christopher-marc-cumberbatch,2,general resources
https://cse.umn.edu/msse/feature-stories/faculty-spotlight-john-kruse,2,general resources
